number,year,type,Luminance,Contrast,Structure
10475,2003,Modern City,116.9862963,54.66428854,93.34256672
10476,2019,,145.1465947,56.45733377,84.3348616
10477,2015,Revolution War,135.8440123,67.37950371,132.2365056
10480,2009,War,158.0953086,71.20310825,115.8510802
10481,2006,Family,89.30236626,66.14208623,104.7103651
10482,2021,Revolution,60.64143004,46.99127904,54.83497916
10483,2004,,,,
10484,2005,Action Ancient Costume,117.1959362,81.91103822,137.2885182
10485,2010,Spy Warfare,51.48312757,42.15760288,64.95149701
10487,2000,Action Romance,95.55867284,64.24414589,120.6679071
10488,2001,Comedy,,,
10489,2006,Animation,79.96102881,66.54867092,108.1874982
10491,2004,Inspiration,152.990751,70.13083222,132.2419017
10492,2007,Romance,166.3540021,65.93494597,100.4906961
10493,2004,Animation,176.622644,61.70907067,117.8035835
10494,2006,Animation Children,185.8568004,49.10170303,89.11387114
10495,2004,Children,,,
10496,2008,Animation,198.4320679,69.02694138,103.8498312
10497,2002,Inspiration,,,
10498,2011,Historical Legend War,85.03639918,52.21852718,144.2855021
10499,2011,War,126.7956584,51.73769285,83.96398497
10500,2014,War Historical Legend,74.31831276,58.43763421,57.50427484
10501,2010,Documentary,80.92033951,78.8882354,113.9398021
10502,2001,Military,165.9476235,65.38889773,127.4352691
10503,2015,Documentary,81.58582305,46.84298021,60.25408284
10504,2007,War,121.3048354,67.34214019,125.9825017
10505,2002,Crime,99.84433128,66.050403,131.9474305
10506,2005,Crime Suspense,92.95693416,80.83215716,109.0176522
10507,2017,Crime,59.74240741,53.77786084,86.05255456
10508,2004,Suspense Crime,53.92149177,60.5255131,103.6590432
10509,2014,Crime Suspense,53.89952675,70.34814782,79.6566813
10510,2001,Crime,82.95408436,60.75994458,60.6949725
10511,2007,Crime Suspense,32.69932099,65.82044352,48.40542885
10512,2009,Crime,73.46167695,68.32023642,112.5702691
10513,2008,Historical Legend,52.90020576,65.88040183,107.3945581
10514,2004,Historical Legend,124.6094033,52.4839837,113.2946266
10515,2010,Military,129.0885905,73.80242143,103.9398791
10516,2005,Family,82.03401235,66.52107587,75.72744152
10517,2004,Family,99.50679012,72.33423874,86.48556463
10518,2005,Family,43.02576132,64.52600566,83.6686206
10519,2016,Modern City,104.2753395,62.91730186,85.83354144
10520,2023,Crime Suspense,58.98238683,56.64679443,67.46140044
10521,2017,Documentary,106.4543107,45.48234894,69.35634114
10522,2012,War,137.4550617,77.30968533,171.2808418
10523,2006,Family,124.6072222,71.89688136,116.5485654
10524,2015,Modern City,137.2945062,84.95674653,96.73552331
10525,2018,Modern City Inspiration,140.8512654,104.827448,118.6671927
10526,2016,Revolution,74.44833333,62.65292161,65.1405593
10527,2021,Crime Modern City,177.0130247,61.25946215,72.08146955
10528,2021,Crime,47.07226337,69.05312549,75.4048108
10529,2020,Crime,44.58834362,30.43872807,28.04722324
10530,2023,Modern City,94.2502572,63.41292266,62.48479277
10531,2023,Modern City,136.6525823,41.76507602,49.19677982
10533,2011,Historical Legend Revolution,46.41803498,45.66669967,71.85545098
10534,2010,Revolution Inspiration War,112.7448251,60.861098,77.3239543
10535,2021,Rural Comedy,120.3756481,61.33782751,108.603028
10536,2014,Animation Suspense,78.11194444,74.14456606,94.74229453
10537,2009,Family,71.17251029,54.07313095,78.0811961
10538,2010,Family,95.70128601,60.77018284,99.32093352
10539,2015,Comedy,179.8857716,59.90090812,59.43880447
10540,2001,Military,79.92492798,83.65112413,123.0129056
10541,2012,Inspiration Modern City,97.69013374,72.52260242,92.16323125
10542,2017,Modern City Inspiration,146.4741358,63.50155834,156.4401122
10543,2020,Documentary,80.79890947,57.15313084,77.49740996
10544,2019,Documentary,161.7851852,61.84408634,117.1363336
10545,2011,War,126.2509053,63.37583036,118.1412057
10546,2002,Ancient Costume,113.6546502,47.03434929,84.41232221
10547,2003,Ancient Costume Drama,138.1599794,70.71220888,146.3724527
10548,2019,Documentary,187.59143,46.88717562,55.08465862
10550,2011,Historical Legend Revolution,159.8389815,60.19428378,108.8444706
10551,2003,Animation,167.4946811,55.23726463,162.4234051
10552,2011,War,54.17751029,74.75801698,99.04994776
10553,2003,Crime,147.1464095,72.54792424,126.1775596
10554,2012,Youth Idol,123.5633128,79.45579201,138.7958851
10555,2013,Military,139.190463,61.26980917,100.4929301
10556,2021,,181.2930761,36.98638557,59.95232154
10557,2007,Animation,150.8970062,66.6075667,114.4576479
10558,2022,Modern City Inspiration,130.7546091,47.49427223,99.84283839
10559,2020,Romance,182.465607,56.70658661,89.50402816
10560,2019,Romance Modern City,140.2725617,61.00262475,84.69796628
10561,2017,Romance,180.5213066,53.31184848,88.40051547
10562,2013,War,29.63276749,50.82572222,61.52436281
10563,2016,Modern City,189.824784,93.44322493,80.09327091
10564,2021,Suspense,218.1983128,57.76134251,67.04036907
10565,2010,Suspense,53.67885802,69.06603825,88.98926771
10566,2001,Romance,76.93564815,73.13037181,84.93032889
10567,2021,Modern City Romance,107.3696708,45.78947071,66.89106777
10568,2004,Crime Suspense,96.30997942,77.68865968,86.47670585
10569,2012,Spy Warfare,37.43799383,53.34773034,74.57752971
10570,2016,Romance Suspense Crime,46.1313786,49.99250893,85.98430693
10571,2013,Crime Suspense,116.5097016,66.20523978,100.9629249
10572,2011,Crime Suspense,90.48806584,76.50288922,150.7391888
10573,2016,Modern City Romance,150.9847634,98.69557376,76.84449982
10574,2015,Inspiration Youth Idol,152.8350309,63.93032969,101.8257747
10575,2015,Romance,174.2990329,34.54975423,48.07436
10576,2012,Romance,86.7873251,74.1436596,50.24137914
10577,2021,Modern City Romance,175.6066564,58.08038529,50.51481359
10578,2023,Modern City Romance,68.21216049,61.92888484,67.36591362
10579,2014,Romance Ancient Costume,143.2956687,80.46758183,91.39017807
10580,2002,Ancient Costume,165.5323354,56.75492404,93.67878835
10581,2006,Ancient Costume,89.68091564,71.83261956,125.6820656
10582,2003,Romance Historical Legend Ancient Costume,81.42040123,67.46941619,83.52448509
10583,2001,Family,98.09272634,80.13133081,90.40849248
10584,2021,Modern City,92.29139918,65.46348811,82.54933427
10585,2009,Historical Legend,57.86339506,52.79366507,68.99512012
10586,2015,Romance Youth Idol,88.47639918,64.44765221,92.66145333
10587,2011,Family Romance,62.25055556,62.75830753,91.58220924
10588,2019,Modern City,172.4007922,60.382407,54.87465317
10589,2021,Comedy Romance,206.8105247,46.84730641,47.90792344
10590,2005,Romance Family,162.0440432,77.32173514,103.8148722
10591,2013,Animation,183.6819444,54.69827022,73.42959114
10592,2017,Modern City,150.919784,57.45283157,76.00105386
10593,2018,Crime,126.0433745,67.98535435,116.5562842
10594,2004,,,,
10595,2023,,84.56933128,58.67215504,59.79999255
10596,2016,Sci-Fi Suspense,69.06545267,72.187151,124.4927934
10597,2022,Suspense Crime,95.47393004,51.49127677,74.59363241
10598,2017,Youth Idol,218.0990329,54.23774716,91.13105307
10599,2010,Comedy,80.58865226,54.90627068,95.51967952
10600,2003,Crime,91.74272634,79.37063648,93.85420181
10601,2015,Modern City Family,159.221214,59.78538567,125.5163236
10602,2006,Family,92.57014403,58.33298199,120.9253775
10603,2006,Romance,57.99445473,62.53974802,95.518403
10604,2012,Historical Legend,178.8165741,56.9732728,74.00461555
10605,2023,Modern City,159.1985494,55.03897489,88.14820153
10606,2018,Ancient Costume,44.08083333,36.71600215,63.03372818
10607,2019,Family,83.55278807,55.70475975,94.39035948
10608,2003,Sci-Fi Action,146.093107,75.98946249,136.9205427
10609,2005,Comedy Ancient Costume,126.7356687,55.60632898,98.74062163
10610,2003,Comedy Ancient Costume,175.7446914,72.84151692,135.0714133
10611,2017,Modern City,178.2718519,64.64466252,101.0930098
10612,2015,Inspiration Youth Idol,164.9470679,73.62345296,71.89790862
10613,2019,Crime,73.03260288,42.28669124,85.0663228
10614,2022,Modern City,154.5444856,59.81334699,98.91271743
10615,2021,Suspense,123.8576646,63.60211466,54.43634409
10616,2022,Modern City,148.4388066,56.90508342,108.9611321
10617,2023,Ancient Costume Suspense,117.4554527,58.7183489,61.48879616
10618,2024,Myth and Fantasy Ancient Costume,104.9430761,51.12268126,94.84605238
10619,2024,Historical Legend,133.4149383,87.24837699,44.90427606
10620,2006,Military,101.4045267,64.72235448,127.7188329
10621,2007,Suspense,111.3223045,67.2797364,137.1199108
10622,2005,War Historical Legend,66.14331276,57.86252596,67.70995826
10623,2009,War,81.94811728,70.22331203,71.375831
10624,2009,War Historical Legend,66.38048354,46.78344885,95.33710146
10625,2006,War,108.4105658,78.45520429,152.0429034
10626,2009,Military,132.3479527,71.1171766,153.3019375
10627,2005,Crime,108.9421399,62.25299013,90.03608644
10628,2002,Family Military,176.1059465,73.70711301,121.1396472
10629,2008,Military,106.1908848,60.90698014,114.6117507
10630,2009,Family,88.15502058,52.85437698,82.74386374
10631,2015,Crime,138.5753086,68.72959576,128.7479701
10632,2011,War,137.1934671,66.92707957,169.504144
10633,2007,War,131.2074074,60.32307793,123.2096632
10634,2007,War,120.923035,52.96747966,69.98519744
10635,2011,Family Romance Modern City,96.22199588,56.91914413,82.44125207
10636,2009,Suspense Crime,66.29634774,57.08450352,87.21119428
10637,2008,Crime,68.99442387,66.06195831,100.7499739
10638,2001,War Action,58.0815535,64.23588062,64.93709294
10639,2008,War Suspense,89.67095679,69.63123347,112.0707053
10640,2011,War Historical Legend,81.72433128,50.42159832,79.09986321
10641,2011,Historical Legend War,123.9206893,71.82883487,146.6540608
10642,2012,Revolution,87.91022634,65.40614271,90.44821888
10643,2012,Spy Warfare War,51.10735597,57.42053972,93.60009496
10644,2011,War,155.7125514,61.40935277,113.2575512
10645,2012,Military,105.8193621,81.83692936,158.6580499
10646,2012,War,79.53186214,61.17687752,129.6095324
10647,2012,Historical Legend War,108.8987551,47.19714308,86.12291577
10648,2012,Military,64.0617284,67.71516641,125.9513162
10649,2013,Romance War,100.5296399,52.55387228,82.40017012
10650,2012,Spy Warfare,93.8827572,76.43585061,114.2001719
10651,2012,Action War,82.23927984,68.30329954,140.5164811
10652,2013,Revolution,86.25144033,60.7737705,127.2416717
10653,2014,War,91.61442387,61.17044909,106.5064719
10654,2017,Revolution War,106.2214198,50.77638366,127.0052801
10655,2015,Military,117.8923251,69.18774698,135.4615417
10656,2013,Suspense War,198.4983848,61.47926913,90.39052782
10657,2014,Revolution War,78.03634774,68.60356283,112.6938056
10658,2013,War,91.793107,81.42263005,108.3100153
10659,2016,Military,37.12903292,30.30600887,55.02900226
10660,2015,Revolution War,107.3068313,79.15278209,108.0081216
10661,2014,Family Romance,187.0767695,66.91504435,127.0330816
10662,2015,War,92.34454733,64.10058816,99.39329066
10663,2014,War,59.94966049,68.39204123,105.9189451
10664,2014,Revolution,74.86903292,67.1167413,87.74290704
10665,2015,Revolution War,73.87584362,63.60440347,113.3429897
10666,2017,Military,94.91047325,53.06518285,82.8559644
10667,2015,Revolution War,113.4843621,59.46658918,87.27669776
10668,2016,Spy Warfare,83.60187243,59.83192502,58.11470086
10669,2015,Revolution,102.2776235,66.80836033,139.2287673
10670,2016,Revolution,93.42334362,57.36436506,86.78478823
10671,2015,Revolution,100.5518827,75.35056617,98.4043718
10672,2017,Rural Historical Legend,67.03330247,43.05827055,91.63326568
10673,2015,Revolution,120.4004115,77.74446469,85.94233975
10674,2016,Revolution War,87.57884774,65.67475053,138.7534565
10675,2018,Inspiration,46.26703704,43.4284143,52.14147759
10676,2017,Crime,144.0244033,86.9159035,99.75480336
10677,2018,Crime,50.05970165,42.60587086,66.83255153
10678,2018,Military,127.1119033,57.30216134,69.19485553
10679,2017,Crime,150.0990432,85.46299608,105.9032319
10680,2023,Crime,127.8377675,92.4554905,52.55333352
10681,2020,Revolution,127.5878807,65.6732131,141.925786
10682,2022,Military,166.7958848,59.93564951,91.44910775
10683,2021,Revolution,94.36019547,56.53617129,129.4654334
10684,2021,Revolution,122.2083848,79.48010778,61.42045955
10685,2024,Military,156.3598148,77.35671687,95.22038492
10686,2009,Historical Legend Ancient Costume,110.1709156,70.46522838,123.768148
10687,2008,Animation,130.9776955,52.92672565,97.7474429
10688,2002,Historical Legend Ancient Costume,74.93553498,69.40456366,149.4057473
10689,2016,Comedy Ancient Costume,114.9203498,69.39873661,166.2724787
10691,2005,Historical Legend,145.9569033,63.01799962,137.7696748
10692,2016,Ancient Costume,179.135072,66.72246536,95.22757611
10693,2003,Comedy Ancient Costume Drama,125.6221811,61.54951877,93.0656223
10694,2014,Crime,53.66153292,35.6314121,55.48635601
10695,2012,Revolution,87.59313786,59.59760701,141.9071109
10696,2003,Crime,131.86393,72.89647702,152.2259979
10697,2012,Crime,99.93193416,80.57154092,161.7683802
10698,2003,Wuxia,126.270823,82.66681768,119.2433504
10699,2013,Crime Modern City,130.3266152,90.02080349,126.6821152
10700,2016,Animation Children,109.05143,85.99645772,106.7460813
10701,2013,Crime,120.6266255,70.53932005,124.8114492
10702,2018,Modern City,115.7190741,65.95936826,91.4858092
10703,2013,Modern City,152.7243416,83.66259139,119.4492636
10704,2013,Inspiration Modern City,166.1680041,51.87490438,61.08849985
10705,2019,Modern City Family,164.6421193,64.93691611,78.63381131
10706,2015,Wuxia Ancient Costume,169.7925103,73.55486456,103.9002395
10707,2015,Family,171.6186214,66.27902379,99.938174
10708,2015,Revolution Spy Warfare,63.69546296,69.03729835,106.1080647
10709,2015,Romance Suspense,174.2296399,70.03251576,44.06792648
10710,2016,Suspense,84.55098765,67.59726701,99.90720068
10711,2016,Modern City Romance,146.3541049,84.29212719,101.264809
10712,2017,Modern City Romance Youth Idol,186.5389506,58.98149868,70.38518064
10713,2016,Romance Suspense Crime,185.6375103,55.57053798,57.14761211
10714,2017,Modern City,229.0165741,45.12689907,45.08706617
10715,2017,Ancient Costume,91.04118313,68.96106405,93.79264764
10716,2018,Modern City,167.8891255,59.41623561,84.41463254
10717,2022,Romance Modern City,191.0341358,48.20435267,72.59595105
10718,2020,Historical Legend Ancient Costume,77.06292181,48.07238767,127.1093813
10719,2022,Modern City,145.4006481,52.46142523,88.86749512
10720,2020,Modern City,89.98355967,54.3649758,75.51222915
10721,2020,Modern City,144.2041358,79.02522853,81.07091701
10722,2021,Rural,111.488179,43.31170097,86.01717474
10723,2022,Crime Suspense,44.23070988,44.87888632,38.82352863
10724,2023,Modern City,91.90069959,62.4750437,81.89909925
10725,2024,Modern City,148.8953601,56.27766633,83.61660733
10727,2015,Modern City Romance,202.5033539,76.25348855,117.0220262
10728,2021,Modern City,186.8013477,69.64788284,68.46475068
10729,2023,Modern City,137.8512037,44.97616298,84.16819553
10730,2005,Comedy,128.8716975,68.66409927,134.0369219
10731,2020,Crime,60.61161523,62.50819116,82.38853025
10732,2013,Documentary,208.0352263,48.4609428,48.61899251
10733,2016,Comedy,133.7762654,75.74636863,159.2991026
10734,2009,Romance,62.15253086,70.18458662,54.49454716
10735,2011,Family Romance Modern City,78.56652263,56.62553735,92.67386991
10736,2018,Comedy Romance,177.1695988,70.44975511,157.9551774
10737,2016,Modern City Youth Idol,210.8637757,73.42339414,107.492352
10738,2007,,74.50994856,65.43753111,58.64319707
10739,2006,Animation,155.0844959,56.93926309,94.1358984
10740,2018,Revolution,66.8508642,69.85606455,67.05713935
10741,2011,War,93.73085391,80.85257884,120.1739195
10742,2014,Crime,88.75973251,72.93257645,60.31691982
10743,2003,Family,96.02616255,75.20716631,131.6191084
10744,2008,Comedy Romance,127.7759774,86.47986248,91.07203474
10745,2002,Modern City Romance,62.26872428,76.26043792,128.0868289
10746,2011,Modern City Romance Suspense,138.7990123,83.36151952,99.47788462
10747,2012,Family,168.8883128,60.30820836,64.93792842
10748,2012,Spy Warfare,51.3016358,55.5682433,82.59110576
10749,2013,War Action,70.52202675,66.69413021,111.12711
10750,2012,Animation Sci-Fi,115.6451235,68.19737943,147.7943212
10751,2012,Sci-Fi,122.9211626,75.41175646,101.1197335
10752,2013,Sci-Fi,122.2974794,81.25511439,82.80512095
10753,2014,Animation Children,131.2209156,91.4679428,139.7877101
10754,2016,Animation Children,94.17924897,63.72291872,85.18498566
10755,2018,Youth Idol,135.0028601,54.24587553,117.2114309
10756,2007,Modern City,101.1710494,73.67279862,88.27263812
10757,2007,Suspense,168.4868107,71.57931233,104.2460281
10758,2012,Family Modern City,119.4583539,62.32370621,67.74051419
10759,2003,Crime,90.37851852,81.38068228,123.4075487
10760,2010,Animation,78.80169753,64.81998329,102.2847512
10761,2014,Modern City Romance,197.0355453,22.91833646,51.62961824
10762,2009,Modern City,125.9094033,89.10042123,120.1074878
10763,2007,Crime,89.71033951,74.32900278,111.8411631
10764,2006,Crime,75.96968107,72.81323646,110.9944769
10765,2009,Crime,54.04365226,71.71459349,137.4995753
10766,2003,Crime,95.43411523,74.22477361,112.0517736
